source,page,section,article,category,content
5730_qd-dhbk-qcts.pdf,19,,,,"[Tài liệu: 5730_qd-dhbk-qcts.pdf | trang 19]
4. Trung tâm Truyền thông và Tri thức số
a) Truyền thông tuyển sinh trên cổng thông tin điện tử của Đại học;
b) Chịu trách nhiệm làm việc với báo chí, truyền hình về việc đăng tải các thông tin
tuyển sinh;
c) Xử lý khủng hoảng truyền thông liên quan đến tuyển sinh (nếu có).
5. Ban Thanh tra, Pháp chế và Kiểm toán nội bộ
a) Chịu trách nhiệm đề xuất kế hoạch và triển khai công tác kiểm tra công tác tuyển
sinh, thi ĐGTD; công tác thi, xét tuyển vào chương trình Đào tạo tài năng;
b) Tiếp nhận thông tin, đơn thư tố cáo vi phạm quy chế thi, quy chế tuyển sinh và xử
lý theo thẩm quyền;
c) Phối hợp thực hiện các văn bản liên quan đến công tác tuyển sinh.
6. Ban Tài chính - Kế hoạch
a) Phối hợp/chủ trì xây dựng dự trù kinh phí cho công tác tuyển sinh, công tác thi
tuyển sinh;
b) Thực hiện công tác thanh quyết toán liên quan đến tuyển sinh."
5730_qd-dhbk-qcts.pdf,19,,,,"[Tài liệu: 5730_qd-dhbk-qcts.pdf | trang 19]
lý theo thẩm quyền;
c) Phối hợp thực hiện các văn bản liên quan đến công tác tuyển sinh.
6. Ban Tài chính - Kế hoạch
a) Phối hợp/chủ trì xây dựng dự trù kinh phí cho công tác tuyển sinh, công tác thi
tuyển sinh;
b) Thực hiện công tác thanh quyết toán liên quan đến tuyển sinh.
7. Ban Cơ sở vật chất
a) Đảm bảo yêu cầu quy định về cơ sở vật chất cho việc xác định chỉ tiêu tuyển sinh
hàng năm theo Quy chế tuyển sinh của Bộ GDĐT.
b) Đảm bảo điều kiện cơ sở vật chất để triển khai công tác tuyển sinh, thi tuyển sinh,
xét tuyển theo yêu cầu của Đại học .
8. Các đơn vị chức năng khác
Thực hiện nhiệm vụ theo phân công cụ thể của Ban Giám đốc đại học.
9. Các Trường/Khoa quản ngành
a) Thực hiện công tác tư vấn về ngành nghề chuyên sâu, tư vấn định hướng nghề
nghiệp cho học sinh;
b) Tham gia công tác tuyển sinh theo phân công của Giám đốc đại học."
909703909-So-Tay-Sinh-Vien-2025-1.pdf,2,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 2]
NHỮNG ĐIỂM MỐC
CÁC DANH HIỆU
LẦN ĐƯỢC ĐÓN BÁC HỒ VỀ THĂM
CAO QUÝ
LỊCH SỬ QUAN TRỌNG Mùng 1 Tết Mậu Tuất 1958, Bác về thăm
Trường ĐHBK Hà Nội lần đầu tiên. CỦA NHÀ NƯỚC
Ngày 17/6/1960, Bác về thăm lần thứ 2
cùng Đoàn đại biểu chính phủ Anbani.
Ngày 11/3/1962, Bác đến thăm Trường lần
thứ 3 cùng đoàn đại biểu Lào do nhà Vua
dẫn dầu.
2023 chuyển thành Đại học Bách
Khoa Hà Nội theo Quyết định số 1512/QĐ-TTg ngày 02/12/2022
của Thủ tướng Chính phủ.
Tháng 8/2000, Trường
đón nhận danh hiệu Anh
hùng lao động trong
Tổ chức thành công Đại hội đại biểu Đảng bộ Trường Đại học thời kỳ đổi mới.
Bách Khoa Hà Nội; Trường có bộ máy lãnh đạo mới. 4 nhóm Ngày 15/10/2001, vinh
ngành trong Top 351 - 500 thế giới (QS WUR 2020); Top 300 2020
thế giới các trường ĐH tốt nhất tại các nước có nền kinh tế mới dự được Nhà nước trao"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,2,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 2]
Bách Khoa Hà Nội; Trường có bộ máy lãnh đạo mới. 4 nhóm Ngày 15/10/2001, vinh
ngành trong Top 351 - 500 thế giới (QS WUR 2020); Top 300 2020
thế giới các trường ĐH tốt nhất tại các nước có nền kinh tế mới dự được Nhà nước trao
nổi (THE); Top 33 thế giới về lĩnh vực Năng lượng sạch và chi phí
hợp lý (THE). tặng Huân chương Hồ
Chí Minh.
Tháng 4/2006, đón
nhận danh hiệu Anh
2016 - 2019 N 19 g 2 à 4 y / Q 6 Đ /1 - 0 T / T 2 g 0 p 16 h , ê T d h u ủ y ệ t t ư đ ớ ề n g á n C t h h í í n đ h i ể p m h ủ t h đ ự ã c h k i ý ệ n Q c u ơ y ế c t h ế đ ị t n ự h c h số ủ hùng lực lượng vũ trang
toàn diện đối với . Năm 2019, nhân dân.
Ba nhóm ngành của lọt top
550 ngành tốt nhất thế giới. Tháng 10/2016, đón
nhận Huân chương Hồ
Chí Minh lần 2.
Ngày 1/2/2007, Bộ trưởng Bộ GD&ĐT đã ký quyết định số"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,2,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 2]
toàn diện đối với . Năm 2019, nhân dân.
Ba nhóm ngành của lọt top
550 ngành tốt nhất thế giới. Tháng 10/2016, đón
nhận Huân chương Hồ
Chí Minh lần 2.
Ngày 1/2/2007, Bộ trưởng Bộ GD&ĐT đã ký quyết định số
668/QĐ - BGDĐT phê duyệt Bản đề án “Quy hoạch tổng thể xây 2007
dựng và phát triển trường ĐHBK Hà Nội giai đoạn 2006 - 2030”. Số Liệu
Năm 2007 Trường áp dụng phương thức đào tạo theo tín chỉ.
SINH VIÊN
Năm 1975-1976, năm học đầu tiên được khai giảng trong niềm
vui trọn vẹn của đất nước thống nhất. Theo yêu cầu của Đảng
1975 và Chính phủ, trường ĐHBK Hà Nội san sẻ một bộ phận cán bộ
quản lý và cán bộ giảng dạy có năng lực chuyên môn, nghiệp Sinh viên đầu vào xuất sắc Số lượng sinh viên chính quy
vụ, có bản lĩnh chính trị để tham gia tiếp nhận, cải tạo xây dựng
các trường đại học phía Nam sau giải phóng. ~40.000"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,2,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 2]
1975 và Chính phủ, trường ĐHBK Hà Nội san sẻ một bộ phận cán bộ
quản lý và cán bộ giảng dạy có năng lực chuyên môn, nghiệp Sinh viên đầu vào xuất sắc Số lượng sinh viên chính quy
vụ, có bản lĩnh chính trị để tham gia tiếp nhận, cải tạo xây dựng
các trường đại học phía Nam sau giải phóng. ~40.000
Sinh viên ĐHBK Hà Nội chiếm 1/3
33%
trong số 1% sinh viên tài năng nhất Số lượng sinh viên tốt nghiệp
trên toàn quốc.
~5.000
Chính phủ quyết định tách 2 khoa Xây dựng và Mỏ - Địa chất từ 1967
để thành lập trường Đại học
Xây dựng và trường Đại học Mỏ - Địa chất. CÁN BỘ CỰU SINH VIÊN
Tổng số lượng cán bộ, viên chức Tổng số lượng
1.794 200.000+
Ngày 7/11/1960 với sự giúp đỡ hết lòng của Chính phủ và nhân"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,2,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 2]
~5.000
Chính phủ quyết định tách 2 khoa Xây dựng và Mỏ - Địa chất từ 1967
để thành lập trường Đại học
Xây dựng và trường Đại học Mỏ - Địa chất. CÁN BỘ CỰU SINH VIÊN
Tổng số lượng cán bộ, viên chức Tổng số lượng
1.794 200.000+
Ngày 7/11/1960 với sự giúp đỡ hết lòng của Chính phủ và nhân
1960 d đ â ạ n i, t L r i ư ê ờ n n X g ô Đ , H nh B â K n H d à ịp N k ộ ỷ i k n h iệ ở m i c C ô á n c g h x m ây ạ n d g ự n th g á k n h g u M t ư rư ờ ờ i n N g g m a ớ vĩ i Cán bộ giảng dạy CEO/Lãnh đạo Nhân vật chính trị quan trọng
trên khuôn viên của Đông Dương học xá. Cuối năm 1965 khánh
thành khu trường mới. 1.154 248 37
Ngày 6/3/1956, Bộ trưởng Bộ Giáo dục Nguyễn Văn Huyên đã 10 TRƯỜNG & KHOA ĐÀO TẠO 06 VIỆN/TRUNG TÂM NGHIÊN CỨU
ký nghị định 147/NĐ về việc thành lập trường Đại học Chuyên
nghiệp Bách khoa nay là trường ĐHBK Hà Nội. 1956"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,2,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 2]
thành khu trường mới. 1.154 248 37
Ngày 6/3/1956, Bộ trưởng Bộ Giáo dục Nguyễn Văn Huyên đã 10 TRƯỜNG & KHOA ĐÀO TẠO 06 VIỆN/TRUNG TÂM NGHIÊN CỨU
ký nghị định 147/NĐ về việc thành lập trường Đại học Chuyên
nghiệp Bách khoa nay là trường ĐHBK Hà Nội. 1956
Ngày 15/10/1956,Trường đã long trọng tổ chức “Lễ khai giảng
khóa I” cho 848 sinh viên vào 14 ngành của 04 liên khoa
Cơ-Điện, Mỏ-Luyện kim, Xây dựng, Hóa-Thực phẩm. 03 KHOA ĐÀO TẠO CƠ BẢN 12 PHÒNG NGHIÊN CỨU TRỌNG ĐIỂM
2 3"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,3,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 3]
THÔNG ĐIỆP thức phục vụ xã hội. Là khát vọng luật và kiên trì là chìa khóa để vươn
góp phần xây dựng một Việt Nam tới thành công.
NĂM HỌC 2025 - 2026 hùng cường, phát triển bền vững và o Sống có trách nhiệm: Không chỉ
nhân văn; là trách nhiệm hiện thực với bản thân, mà với cả cộng đồng
hóa tri thức thông qua hành động vì và tương lai chung.
cộng đồng, vì những giá trị tốt đẹp o Giữ gìn sức khỏe: Vì thể chất khỏe
quanh ta. mạnh là nền tảng cho tinh thần sáng
Chúng ta đang sống trong kỷ
tạo và học tập hiệu quả.
nguyên của trí tuệ nhân tạo, chuyển
Là sinh viên Bách khoa, thầy tin
đổi số, chuyển đổi xanh – nơi tri
rằng các em luôn sẵn sàng: Nhà trường cam kết tiếp tục đổi mới
thức và công nghệ đang định hình
1. Khám phá tri thức: Chủ động chương trình đào tạo, nâng cấp cơ
lại thế giới. Là sinh viên của một đại"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,3,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 3]
Là sinh viên Bách khoa, thầy tin
đổi số, chuyển đổi xanh – nơi tri
rằng các em luôn sẵn sàng: Nhà trường cam kết tiếp tục đổi mới
thức và công nghệ đang định hình
1. Khám phá tri thức: Chủ động chương trình đào tạo, nâng cấp cơ
lại thế giới. Là sinh viên của một đại
học tập, nghiên cứu, thực hành và sở vật chất, mở rộng hợp tác quốc
học công nghệ hàng đầu, các em
trải nghiệm để phát triển toàn diện. tế và hỗ trợ các em trong nghiên
không chỉ học để thành tài, mà còn
2. Sáng tạo và đổi mới: Dám đặt câu cứu, khởi nghiệp. Các thầy cô luôn
mang trong mình sứ mệnh trở thành
hỏi, không ngại thử nghiệm, học từ sẵn sàng lắng nghe và đồng hành
lực lượng tiên phong, góp phần đưa
thất bại để vươn lên. cùng các em.
Việt Nam vươn xa hơn trên bản đồ
3. Hành động vì cộng đồng: Biến
tri thức và chuỗi giá trị toàn cầu."
909703909-So-Tay-Sinh-Vien-2025-1.pdf,3,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 3]
mang trong mình sứ mệnh trở thành
hỏi, không ngại thử nghiệm, học từ sẵn sàng lắng nghe và đồng hành
lực lượng tiên phong, góp phần đưa
thất bại để vươn lên. cùng các em.
Việt Nam vươn xa hơn trên bản đồ
3. Hành động vì cộng đồng: Biến
tri thức và chuỗi giá trị toàn cầu.
kiến thức thành giải pháp thực tiễn, Thầy tin rằng các em sẽ làm nên
góp phần xây dựng một xã hội công những điều khác biệt, có giá trị và
Trên hành trình chinh phục tương
bằng và phát triển bền vững. đầy cảm hứng – vì mình, vì cộng
lai, thầy mong các em luôn khắc ghi
PGS. TS. Huỳnh Quyết Thắng 4. Kết nối và hội nhập: Xây dựng đồng, và vì Tổ quốc Việt Nam yêu
và lan tỏa những giá trị cốt lõi của
Giám đốc ĐHBK Hà Nội mạng lưới hợp tác rộng mở – trong quý.
người Bách khoa:
nước và quốc tế – để mở rộng chân
o Trách nhiệm – với bản thân, với"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,3,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 3]
PGS. TS. Huỳnh Quyết Thắng 4. Kết nối và hội nhập: Xây dựng đồng, và vì Tổ quốc Việt Nam yêu
và lan tỏa những giá trị cốt lõi của
Giám đốc ĐHBK Hà Nội mạng lưới hợp tác rộng mở – trong quý.
người Bách khoa:
nước và quốc tế – để mở rộng chân
o Trách nhiệm – với bản thân, với
trời tri thức và cơ hội. Chúc các em một năm học mới tràn
Mỗi năm học mới là một khởi đầu cộng đồng, và với tương lai của đất
đầy năng lượng và thành công!
đầy hứa hẹn – là hành trình chinh nước.
Năm học mới, Thầy kêu gọi các em:
phục tri thức, khẳng định bản thân o Sáng tạo – không ngừng đổi mới
o Học với đam mê: Biến mỗi ngày
và đóng góp cho cộng đồng. Là tư duy, dám nghĩ khác, làm khác để
đến lớp thành một hành trình khám
Giám đốc Đại học Bách khoa Hà kiến tạo giá trị.
phá và trưởng thành.
Nội, thầy thân gửi đến các em lời o Chính trực – trung thực, minh"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,3,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 3]
o Học với đam mê: Biến mỗi ngày
và đóng góp cho cộng đồng. Là tư duy, dám nghĩ khác, làm khác để
đến lớp thành một hành trình khám
Giám đốc Đại học Bách khoa Hà kiến tạo giá trị.
phá và trưởng thành.
Nội, thầy thân gửi đến các em lời o Chính trực – trung thực, minh
o Rèn luyện bản thân: Tự giác, kỷ
chào nồng nhiệt, lời chúc sức khỏe bạch, hành động với đạo đức nghề
và tinh thần bền bỉ để vững bước nghiệp và tinh thần phụng sự.
trên hành trình ấy. o Xuất sắc – không ngừng phấn đấu
đạt tới tầm cao mới, lấy chất lượng
Với thông điệp “Sinh viên Bách làm chuẩn mực.
khoa sẵn sàng tiến vào kỷ nguyên
mới”, thầy mong rằng các em sẽ Gắn với đó là triết lý cốt lõi mà mỗi
mang trong mình tinh thần nhiệt người Bách khoa cần mang theo
huyết, sáng tạo và trách nhiệm, để suốt đời: “Trách nhiệm với Đất"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,3,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 3]
Với thông điệp “Sinh viên Bách làm chuẩn mực.
khoa sẵn sàng tiến vào kỷ nguyên
mới”, thầy mong rằng các em sẽ Gắn với đó là triết lý cốt lõi mà mỗi
mang trong mình tinh thần nhiệt người Bách khoa cần mang theo
huyết, sáng tạo và trách nhiệm, để suốt đời: “Trách nhiệm với Đất
cùng nhau viết tiếp những trang sử nước – Cam kết với Cộng đồng”. Đó
vẻ vang – cho bản thân, cho Nhà không chỉ là lời nhắc nhở về đạo lý
trường và cho đất nước. sống, mà còn là kim chỉ nam hành
động cho những người trẻ mang tri
4 5"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,4,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 4]
QUY CHẾ, QUY ĐỊNH,
THỦ TỤC CẦN NẮM VỮNG
6 7
C
Ụ
L
C
Ụ
M
06 - 41
QUY CHẾ, QUY ĐỊNH, THỦ TỤC
CẦN NẮM VỮNG
42 - 47
ĐẢNG ỦY, CHI BỘ SINH VIÊN
ĐOÀN THANH NIÊN, HỘI SINH VIÊN
48 - 51
BAN, TRUNG TÂM
52 - 62
TRƯỜNG, KHOA ĐÀO TẠO
63 - 70
BỘ QUY TẮC ỨNG XỬ
VĂN HÓA SV BÁCH KHOA
71 - 100
CHIA SẺ KINH NGHIỆM"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,5,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 5]
QUY ĐỊNH
QUY CHẾ, THỦ TỤC, THÔNG
TIN DÀNH CHO SINH VIÊN
S I N H V I Ê N C Ầ N L Ư U Ý
LIÊN QUAN ĐẾN CÔNG TÁC ĐÀO TẠO:
Sinh viên tra cứu trên Quản lý Đào tạo (QLDT)/eHUST, cổng thông tin sinh viên, website của Trường,
Khoa đào tạo, liên hệ với Ban Đào tạo, văn phòng Trường, Khoa đào tạo hoặc liên hệ với cố vấn học
tập và quản lý lớp sinh viên.

Quy chế đào tạo chính quy của nhà trường Quy định về chuẩn trình độ và chuẩn
Sinh viên đến trường phải mang theo thẻ sinh viên, trang phục ngoại ngữ đầu ra các khóa, các chương
gọn gàng phù hợp với văn hóa Việt Nam và sự nghiêm túc của trình đào tạo
trường đại học.
Quy định về học phí các khóa, các chương Thông tin về chương trình đào tạo
trình đào tạo
Thông tin về thời khóa biểu, lịch thi Thông tin về kết quả học tập"
