chunk_id,source,page,document_type,category,section,article,year,is_table,prefix_context,topic_tags,char_count,word_count,quality_flags,include_for_retrieval,content
909703909_so_tay_sinh_vien_2025_1_pdf_p16_0199_058540a4e8c0,909703909-So-Tay-Sinh-Vien-2025-1.pdf,16,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,hoc_bong;dao_tao;dia_diem,862,175,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 16]
VÀ ĐÀO TẠO KỸ NĂNG
doanh, sản xuất; góp phần nâng cao hiệu quả,
chất lượng đào tạo.
Hàng năm, Nhà trường phối hợp với các đơn Nhà trường thường xuyên giới thiệu, tổ chức
vị, doanh nghiệp... tổ chức ngày hội hướng cho sinh viên đi thực tế, thực tập tại các cơ
nghiệp, mời các diễn giả là các cựu sinh viên, quan, đơn vị, doanh nghiệp... phù hợp với
MỨC HỌC BỔNG ĐỐI TƯỢNG HỌC BỔNG đại diện doanh nghiệp, các chuyên gia chia sẻ chuyên ngành mà sinh viên được đào tạo.
kinh nghiệm, truyền cảm hứng cho sinh viên. Phản hồi từ phía các cơ sở thực tập cũng giúp
Nhà trường cũng thường xuyên tổ chức các cho Nhà trường đánh giá được chất lượng và
Học bổng gắn kết quê hương có trị Học bổng gắn kết quê hương là Học bổng của
chương trình đào tạo kỹ năng mềm, kỹ năng nội dung đào tạo và chất lượng nhân sự sau"
909703909_so_tay_sinh_vien_2025_1_pdf_p16_0200_026993c40f14,909703909-So-Tay-Sinh-Vien-2025-1.pdf,16,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,"chương
việc nhóm, kỹ năng lập kế hoạch và triển khai",hoc_bong;dao_tao;dia_diem,906,191,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 16 | chương
việc nhóm, kỹ năng lập kế hoạch và triển khai]
Nhà trường cũng thường xuyên tổ chức các cho Nhà trường đánh giá được chất lượng và
Học bổng gắn kết quê hương có trị Học bổng gắn kết quê hương là Học bổng của
chương trình đào tạo kỹ năng mềm, kỹ năng nội dung đào tạo và chất lượng nhân sự sau
giá 5 triệu đồng/Đồ án tốt nghiệp. ĐHBK Hà Nội xét cấp cho sinh viên hệ đại học
nghề nghiệp cho sinh viên như: Kỹ năng làm khi tham gia vào thị trường lao động.
chính quy văn bằng thứ nhất hoặc học viên chương
việc nhóm, kỹ năng lập kế hoạch và triển khai
trình kỹ sư chuyên sâu đặc thù đang học tập tại Đại
dự án, hướng dẫn viết đơn xin việc, sơ yếu
học Bách khoa Hà Nội.
lí lịch, kỹ năng trả lời phỏng vấn trực tiếp,…
QUY TRÌNH ĐĂNG KÝ, XÉT, CẤP HỌC BỔNG
Ban Công tác sinh viên thông báo công khai kế hoạch đăng ký xét, cấp học bổng trên cổng"
909703909_so_tay_sinh_vien_2025_1_pdf_p16_0201_5a26d0caa5ff,909703909-So-Tay-Sinh-Vien-2025-1.pdf,16,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,hoc_bong;dia_diem,859,182,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 16]
trình kỹ sư chuyên sâu đặc thù đang học tập tại Đại
dự án, hướng dẫn viết đơn xin việc, sơ yếu
học Bách khoa Hà Nội.
lí lịch, kỹ năng trả lời phỏng vấn trực tiếp,…
QUY TRÌNH ĐĂNG KÝ, XÉT, CẤP HỌC BỔNG
Ban Công tác sinh viên thông báo công khai kế hoạch đăng ký xét, cấp học bổng trên cổng
thông tin dành cho người học hoặc các trang thông tin chính thức khác của ĐHBK Hà Nội.
Thời gian thông báo tối thiểu là 03 tuần để người học chuẩn bị hồ sơ và đăng ký.
Người học đăng ký xét học bổng bằng hình thức trực tuyến (online) và nộp hồ sơ văn bản giấy
về Ban Công tác sinh viên.
Hội đồng chấm ĐATN đánh giá khả năng, mức độ ứng dụng đề tài ĐATN tại cơ sở người học
đăng ký triển khai áp dụng (theo mẫu Phụ lục III). Điểm đánh giá của Hội đồng là điểm trung
bình cộng của các thành viên trong Hội đồng."
909703909_so_tay_sinh_vien_2025_1_pdf_p16_0202_b0802ad368d3,909703909-So-Tay-Sinh-Vien-2025-1.pdf,16,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,hoc_bong,600,125,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 16]
về Ban Công tác sinh viên.
Hội đồng chấm ĐATN đánh giá khả năng, mức độ ứng dụng đề tài ĐATN tại cơ sở người học
đăng ký triển khai áp dụng (theo mẫu Phụ lục III). Điểm đánh giá của Hội đồng là điểm trung
bình cộng của các thành viên trong Hội đồng.
Kết thúc thời gian chấm ĐATN của toàn Đại học, Ban Công tác sinh viên tổng hợp danh sách
người học đăng ký xét học bổng và trình Hội đồng xét, cấp học bổng họp xét.
Ban Công tác sinh viên trình Giám đốc đại học ra quyết định cấp học bổng cho người học đủ
điều kiện được nhận học bổng
30 31"
909703909_so_tay_sinh_vien_2025_1_pdf_p17_0203_550e7aba3daa,909703909-So-Tay-Sinh-Vien-2025-1.pdf,17,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,dao_tao;dia_diem,894,178,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 17]
NGÀY HỘI VIỆC LÀM, HỘI THẢO, THÔNG PHÁT TRIỂN KỸ NĂNG MỀM
TIN TUYỂN DỤNG
Thông tin tuyển dụng do các nhà tuyển dụng gửi đến
CHO SINH VIÊN
trường được cập nhật thường xuyên qua các đơn vị, Ban
chức năng và các Trường, Khoa đào tạo thông qua hệ
thống thư điện tử cá nhân do Đại học cung cấp và đăng
tải trên các kênh thông tin chính thống của Đại học như:
website, mạng xã hội, diễn đàn sinh viên...
Sinh viên, lực lượng lao động chính trong tương lai sẽ làm việc trong môi trường toàn cầu hóa,
liên tục phát triển, đổi mới, đòi hỏi sinh viên ra trường phải kết hợp được những kiến thức đã học
Nhà trường đã xây dựng Cổng thông tin việc làm trực
và kỹ năng mềm trong giao tiếp xã hội, ứng tuyển công việc, thích nghi với văn hóa công việc, giải
tuyến (work.hust.edu.vn) để tạo điều kiện để sinh viên tìm
quyết vấn đề, làm việc nhóm,…"
909703909_so_tay_sinh_vien_2025_1_pdf_p17_0204_1e1a49ca2e75,909703909-So-Tay-Sinh-Vien-2025-1.pdf,17,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,dia_diem,903,181,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 17]
Nhà trường đã xây dựng Cổng thông tin việc làm trực
và kỹ năng mềm trong giao tiếp xã hội, ứng tuyển công việc, thích nghi với văn hóa công việc, giải
tuyến (work.hust.edu.vn) để tạo điều kiện để sinh viên tìm
quyết vấn đề, làm việc nhóm,…
kiếm các thông tin hướng nghiệp và việc làm, đồng thời
tạo điều kiện cho các Doanh nghiệp tìm kiếm các ứng viên
Hàng kỳ, nhà trường tổ chức các khóa học kỹ năng mềm, kỹ năng nghề nghiệp, các buổi tọa đàm,
phù hợp với vị trí tuyển dụng.
hội thảo giúp sinh viên nâng cao kỹ năng mềm với sự tham gia của các giảng viên, các chuyên gia,
nhà tuyển dụng đến từ doanh nghiệp và các đối tác khác của nhà trường.
Hàng năm, Nhà trường tổ chức ngày hội việc làm, các hội
thảo tuyển dụng, thu hút các doanh nghiệp trong và ngoài
Một số kỹ năng được giảng dạy bao gồm (danh sách kỹ năng thường xuyên được cập nhật):"
909703909_so_tay_sinh_vien_2025_1_pdf_p17_0205_50b00272e6d8,909703909-So-Tay-Sinh-Vien-2025-1.pdf,17,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,dia_diem,885,182,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 17]
nhà tuyển dụng đến từ doanh nghiệp và các đối tác khác của nhà trường.
Hàng năm, Nhà trường tổ chức ngày hội việc làm, các hội
thảo tuyển dụng, thu hút các doanh nghiệp trong và ngoài
Một số kỹ năng được giảng dạy bao gồm (danh sách kỹ năng thường xuyên được cập nhật):
nước nhằm hỗ trợ sinh viên tìm kiếm nghề nghiệp phù
hợp với khả năng, chuyên môn của mình.
KHÓA HỌC KỸ NĂNG MỀM CHO SINH VIÊN THAM GIA
CÁC CÔNG TÁC XÃ HỘI
Kỹ năng thuyết trình. Kỹ năng xây dựng thương hiệu cá nhân.
Kỹ năng làm việc nhóm, giải quyết vấn đề. Kỹ năng xử lý khủng hoảng.
Kỹ năng tổ chức sự kiện. Kỹ năng giao tiếp.
KHÓA HỌC KỸ NĂNG ỨNG TUYỂN CÔNG VIỆC
Kỹ năng viết CV. Kỹ năng làm việc hiệu quả.
Kỹ năng phỏng vấn tuyển dụng. Kỹ năng xác định mục tiêu phù hợp.
Kỹ năng hòa nhập với môi trường làm việc. Tinh thần sáng tạo, khởi nghiệp.
32 33"
909703909_so_tay_sinh_vien_2025_1_pdf_p18_0206_7e1fc4ebd072,909703909-So-Tay-Sinh-Vien-2025-1.pdf,18,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,dia_diem,894,198,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 18]
CHƯƠNG TRÌNH ATM QUÀ DỰ ÁN AN SINH
Chương trình ATM quà được triển khai bắt đầu từ năm 2022 trên ứng dụng iCTSV. ATM quà là GIỚI THIỆU NHÀ TRỌ
nơi cho tặng và tìm kiếm các loại đồ mới/ cũ hoàn toàn miễn phí. Nếu bạn có món đồ nào không
cần dùng tới nhưng lại có giá trị với người khác hãy cho tặng món đồ của bạn tại ATM quà để Nhà trường triển khai tính năng giới thiệu
một ai đó có thể dùng thay vì bạn vứt nó đi hay lưu cữu vô ích rồi sẽ hao mòn hỏng hóc theo thời nhà trọ cho sinh viên trên app iCTSV từ năm
gian. Ngược lại, nếu bạn đang cần món đồ nào đó thì thay vì ngay lập tức mua nó, bạn có thể tìm 2022 với mục đích hỗ trợ việc quản lý lưu trú
kiếm trên ATM quà, biết đâu có món đồ bạn cần, vừa tiết kiệm chi phí vừa tránh lãng phí chung. của sinh viên trên địa bàn thành phố Hà Nội
cũng như nhằm hỗ trợ thông tin, đánh giá"
909703909_so_tay_sinh_vien_2025_1_pdf_p18_0207_ec8c8ae6acb2,909703909-So-Tay-Sinh-Vien-2025-1.pdf,18,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,ngoai_ngu;dia_diem,893,189,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 18]
kiếm trên ATM quà, biết đâu có món đồ bạn cần, vừa tiết kiệm chi phí vừa tránh lãng phí chung. của sinh viên trên địa bàn thành phố Hà Nội
cũng như nhằm hỗ trợ thông tin, đánh giá
Mục đích của chương trình ATM quà vừa tránh lãng phí cho từng cá nhân và xã hội, lại góp phần chất lượng nhà trọ cho sinh viên.
bảo vệ môi trường, lan tỏa yêu thương.
Thông tin, đánh giá về nhà trọ sẽ do sinh viên
tự nguyện cập nhật nhằm chia sẻ cho các bạn
sinh viên khác. Từ đó, các bạn sinh viên có
thể tiết kiệm được thời gian, công sức, tiền
bạc trong việc tìm kiếm nhà trọ phù hợp.
GIỚI THIỆU VIỆC LÀM THÊM, GIA SƯ CHO SINH VIÊN
Theo thống kê, có trên 30% sinh viên ĐHB-
KHN đã từng hoặc có nguyện vọng làm gia
sư các môn như Toán, Lý, Hóa, Tiếng Anh, Tin
học,.... Nhằm giảm thiểu các chi phí về thời
gian và tiền bạc cho các bên liên quan, dự án"
909703909_so_tay_sinh_vien_2025_1_pdf_p18_0208_301c4dd3868a,909703909-So-Tay-Sinh-Vien-2025-1.pdf,18,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,ngoai_ngu,729,157,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 18]
GIỚI THIỆU VIỆC LÀM THÊM, GIA SƯ CHO SINH VIÊN
Theo thống kê, có trên 30% sinh viên ĐHB-
KHN đã từng hoặc có nguyện vọng làm gia
sư các môn như Toán, Lý, Hóa, Tiếng Anh, Tin
học,.... Nhằm giảm thiểu các chi phí về thời
gian và tiền bạc cho các bên liên quan, dự án
An sinh phát triển một hệ thống CNTT hỗ trợ
tìm kiếm sinh viên dạy kèm phù hợp với nhu
cầu gia sư của phụ huynh.
Chúng tôi mong nhận được sự hỗ trợ của các
phụ huynh, thông qua việc cung cấp thông
tin tìm gia sư theo phiếu gửi yêu cầu dưới
đây. Hệ thống sẽ tự động tìm kiếm, gửi danh
sách các sinh viên phù hợp với yêu cầu của
phụ huynh theo thông tin quý vị cung cấp.
Đăng ký tìm
gia sư - dạy kèm
34 35"
909703909_so_tay_sinh_vien_2025_1_pdf_p19_0209_6a0909b65266,909703909-So-Tay-Sinh-Vien-2025-1.pdf,19,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,,868,187,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 19]
TỔ TƯ VẤN
HỌC TẬP & TÂM LÝ
SINH VIÊN
- Tổ tư vấn và hỗ trợ sinh viên là một bộ phận của Ban Công tác sinh viên (tiền thân là Tổ
tư vấn tâm lý sinh viên được thành lập vào ngày 26/3/2019 theo QĐ số 642A/QĐ-ĐHBK-
CTSV của Hiệu trưởng ký ngày 19/3/2019).
- Thực hiện Đề án “Tăng cường hiệu quả hoạt động hỗ trợ, tư vấn học tập và tâm lý cho sinh
viên giai đoạn 2021-2025” được phê duyệt theo Quyết định số 1598/ĐHBK- CTSV ngày
30/6/2021 của Hiệu trưởng trường Đại học Bách Khoa Hà Nội.
ĐỐI TƯỢNG
SỨ MỆNH BẠN SẼ NHẬN ĐƯỢC GÌ?
Tư vấn, hỗ trợ, theo dõi các sinh viên có vấn Đến với Tổ tư vấn và hỗ trợ sinh viên, các bạn Sinh viên có nguy cơ gặp vấn đề về tâm lý ảnh hưởng bởi kết quả học tập hoặc có kết quả rèn
đề hoặc nguy cơ gặp khó khăn về học tập và sẽ được bày tỏ, chia sẻ những tâm tư thầm luyện kém."
909703909_so_tay_sinh_vien_2025_1_pdf_p19_0210_1d6eb0b4469f,909703909-So-Tay-Sinh-Vien-2025-1.pdf,19,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,,823,180,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 19]
Tư vấn, hỗ trợ, theo dõi các sinh viên có vấn Đến với Tổ tư vấn và hỗ trợ sinh viên, các bạn Sinh viên có nguy cơ gặp vấn đề về tâm lý ảnh hưởng bởi kết quả học tập hoặc có kết quả rèn
đề hoặc nguy cơ gặp khó khăn về học tập và sẽ được bày tỏ, chia sẻ những tâm tư thầm luyện kém.
tâm lý, cải thiện phương pháp học tập, xây kín, những vướng mắc, lo âu trong cuộc sống,
dựng động lực học tập đúng đắn, tăng cường những khó khăn trong học tập. Sinh viên có dấu hiệu bệnh lý, hoặc “chủ động” nhờ trợ giúp tâm lý.
kỹ năng sống, thái độ ứng xử phù hợp trong Đồng thời, các bạn cũng sẽ có cơ hội được
các mối quan hệ xã hội… cho sinh viên. giúp đỡ các bạn sinh viên gặp khó khăn khác. Phụ huynh và những người liên quan.
CÁC HÌNH THỨC HỖ TRỢ BẠN CÓ THỂ ĐÓNG GÓP GÌ?"
909703909_so_tay_sinh_vien_2025_1_pdf_p19_0211_6e86d09ede0a,909703909-So-Tay-Sinh-Vien-2025-1.pdf,19,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,dia_diem,888,192,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 19]
kỹ năng sống, thái độ ứng xử phù hợp trong Đồng thời, các bạn cũng sẽ có cơ hội được
các mối quan hệ xã hội… cho sinh viên. giúp đỡ các bạn sinh viên gặp khó khăn khác. Phụ huynh và những người liên quan.
CÁC HÌNH THỨC HỖ TRỢ BẠN CÓ THỂ ĐÓNG GÓP GÌ?
Tổ tư vấn thực hiện hằng tuần nhiều chương Hãy cùng Nhà trường chung tay xây dựng và MỤC TIÊU
trình tư vấn và hỗ trợ sinh viên theo hình phát triển “Điểm tựa yêu thương” thành một
thức trực tiếp tại Phòng tư vấn tâm lý và on- địa chỉ tư vấn tin cậy, an toàn, thân thiện với
Tạo ra bước đột phá trong hoạt động hỗ trợ, tư vấn học tập và tâm lý cho SV, bằng cách:
line trên MS-Team: sinh viên.
Tư vấn: Gỡ rối học tập Bạn có thể:
Chuẩn hóa quy trình tiếp nhận yêu cầu, phân loại, tổ chức và đánh giá hiệu quả hoạt động hỗ
Tư vấn: Tâm lý - Tham gia CLB hỗ trợ học tập sinh viên;"
909703909_so_tay_sinh_vien_2025_1_pdf_p19_0212_d4c3f1437a88,909703909-So-Tay-Sinh-Vien-2025-1.pdf,19,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,,825,181,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 19]
line trên MS-Team: sinh viên.
Tư vấn: Gỡ rối học tập Bạn có thể:
Chuẩn hóa quy trình tiếp nhận yêu cầu, phân loại, tổ chức và đánh giá hiệu quả hoạt động hỗ
Tư vấn: Tâm lý - Tham gia CLB hỗ trợ học tập sinh viên;
trợ và tư vấn cho sinh viên; Xây dựng cơ sở dữ liệu của sinh viên cần hỗ trợ, chia sẻ để sử dụng
Tư vấn: Giải quyết vấn đề - Tham gia hỗ trợ tổ chức các hoạt động.
hiệu quả cho hoạt động hỗ trợ và tư vấn cho sinh viên;
Tư vấn: Cuộc sống và Giới
Tư vấn: Giải tỏa áp lực
Xây dựng chương trình hỗ trợ CHỦ ĐỘNG đảm bảo huy động và sử dụng hiệu quả các nguồn
Phát triển kỹ năng cá nhân: Trao đổi lý
lực để triển khai có hệ thống hoạt động hỗ trợ và tư vấn cho sinh viên có khó khăn trong học tập
thuyết /Hướng dẫn thực hành/Báo cáo
và tâm lý;
thuyết trình."
909703909_so_tay_sinh_vien_2025_1_pdf_p19_0213_bfcf45f53929,909703909-So-Tay-Sinh-Vien-2025-1.pdf,19,so_tay_sinh_vien,Sổ tay sinh viên,,,2025,False,,lien_he;dia_diem,660,127,,True,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 19]
Xây dựng chương trình hỗ trợ CHỦ ĐỘNG đảm bảo huy động và sử dụng hiệu quả các nguồn
Phát triển kỹ năng cá nhân: Trao đổi lý
lực để triển khai có hệ thống hoạt động hỗ trợ và tư vấn cho sinh viên có khó khăn trong học tập
thuyết /Hướng dẫn thực hành/Báo cáo
và tâm lý;
thuyết trình.
Có chính sách để thu hút tối đa sự tham gia của cán bộ chuyên trách, thầy cô, phụ huynh,
chuyên gia và cộng tác viên đảm bảo sự sẵn sàng và độ phủ của hoạt động.
- Địa chỉ: Phòng 101-C1, ĐHBK Hà Nội
- Điện thoại: 024 3869 3108
- Email: ssu@hust.edu.vn
- Fanpage: https://www.facebook.com/phongtuvantamlydhbkhn
36 37"
